RLM1;PST1
RLM1;CWP1
RLM1;NCW2
RLM1;SLT2
RLM1;KDX1
RLM1;MLP1
RLM1;SNF2
RLM1;SGF11
RLM1;RLM1
RLM1;SNR190
RLM1;SNR37
RLM1;SNR57
RLM1;tE(CUC)D
RLM1;tL(CAA)G1
RLM1;tW(CCA)K
RLM1;YAR053W
RLM1;MUM2
RLM1;ICS2
RLM1;AMN1
RLM1;YCL065W
RLM1;YCR018C-A
RLM1;MAK32
RLM1;SLM5
RLM1;RMD1
RLM1;BSC1
RLM1;MTF2
RLM1;HXT15
RLM1;SOR2
RLM1;MPH2
RLM1;YDR042C
RLM1;IPT1
RLM1;SNF11
RLM1;RAD55
RLM1;SED1
RLM1;AFR1
RLM1;CSN9
RLM1;YDR210C-D
RLM1;GIC2
RLM1;VPS74
RLM1;FRQ1
RLM1;YDR417C
RLM1;RAD30
RLM1;SPS2
RLM1;AGE1
RLM1;API2
RLM1;RBA50
RLM1;IRC22
RLM1;UTR2
RLM1;YEF1
RLM1;RML2
RLM1;RMD6
RLM1;MNN1
RLM1;YER138C
RLM1;AGP3
RLM1;RCK1
RLM1;YGL159W
RLM1;DSD1
RLM1;YPS5
RLM1;YGL260W
RLM1;NNF2
RLM1;TPO2
RLM1;CRH1
RLM1;CRM1
RLM1;MGA1
RLM1;WSC4
RLM1;SBP1
RLM1;YHL041W
RLM1;YHL042W
RLM1;DSE2
RLM1;RPC10
RLM1;EGD2
RLM1;MDM31
RLM1;APQ12
RLM1;GVP36
RLM1;RPI1
RLM1;POG1
RLM1;SIM1
RLM1;PAM16
RLM1;SET4
RLM1;IME2
RLM1;YJL107C
RLM1;PRM10
RLM1;RPA34
RLM1;CIS3
RLM1;HSP150
RLM1;PIR5
RLM1;YJR157W
RLM1;HXT16
RLM1;SOR1
RLM1;NFU1
RLM1;LHS1
RLM1;CWP2
RLM1;COY1
RLM1;COS9
RLM1;PXL1
RLM1;SRL3
RLM1;FLO10
RLM1;NFT1
RLM1;YKR104W
RLM1;CCW12
RLM1;YLR111W
RLM1;HOG1
RLM1;RNH203
RLM1;CLB4
RLM1;ECM38
RLM1;EXG1
RLM1;CHS5
RLM1;MID2
RLM1;SPO77
RLM1;FKS1
RLM1;ECM19
RLM1;CCW14
RLM1;BER1
RLM1;YLR463C
RLM1;YLR465C
RLM1;YRF1-4
RLM1;YRF1-5
RLM1;TSL1
RLM1;TUB3
RLM1;SEC59
RLM1;BUD22
RLM1;FAA4
RLM1;PYP1
RLM1;SUN4
RLM1;RPL9B
RLM1;PCL1
RLM1;LYS9
RLM1;TAT2
RLM1;CSS3
RLM1;YOL160W
RLM1;PAU20
RLM1;ASE1
RLM1;YOR314W
RLM1;SFG1
RLM1;MSC6
RLM1;GDS1
RLM1;YPR195C
RLM1;SGE1
ACE2;CLN3
ACE2;AMN1
ACE2;PCL2
ACE2;HO
ACE2;DSE1
ACE2;SCW11
ACE2;BUD9
ACE2;DSE2
ACE2;FAA3
ACE2;PRY3
ACE2;REE1
ACE2;PIR1
ACE2;ASH1
ACE2;SIC1
ACE2;NCW2
ACE2;CTS1
ACE2;NIS1
ACE2;EGT2
ACE2;DSE4
ACE2;DSE3
ACE2;AIM44
ACE2;SNR60
ACE2;GDH3
ACE2;MCM2
ACE2;REG2
ACE2;MUM2
ACE2;ICS2
ACE2;IFA38
ACE2;ROT2
ACE2;OM14
ACE2;YDL041W
ACE2;PSA1
ACE2;YDR010C
ACE2;SNQ2
ACE2;PST1
ACE2;YDR154C
ACE2;CPR1
ACE2;RPA14
